19081.1	267.791	581
18562.4	263.055	582
18049.2	256.683	583
17524.6	255.865	584
17056.7	251.537	585
16589.4	253.719	586
16161.6	259.514	587
15723.4	262.397	588
15296.9	264.859	589
14907.7	263.209	590
14501.1	263.816	591
14111.9	256.617	592
13738.7	253.795	593
13360.6	247.95	594
13004.3	239.615	595
12661.7	231.626	596
12323.7	232.671	597
11983.5	234	598
11659.9	245.362	599
11330.5	242.431	600
11012.9	234.606	601
10690.5	232.531	602
10357.8	237.539	603
10039.2	234.025	604
9744.68	231.843	605
9460.9	220.881	606
9183.62	226.894	607
8916.93	233.329	608
8654.66	228.161	609
8388.18	230.554	610
8128.64	221.882	611
7886.52	222.792	612
7615.98	224.877	613
7340.61	216.473	614
7095.13	223.423	615
6836.28	226.022	616
6617.51	221.861	617
6380.86	235.382	618
6139.56	230.127	619
5913.81	233.658	620
5710.25	228.233	621
5513.52	223.254	622
5305.51	224.079	623
5091.02	225.864	624
4902.69	228.524	625
4735.06	223.63	626
4554.1	226.308	627
4379.37	234.164	628
4198.28	226.682	629
4046.26	223.558	630
3904.8	218.158	631
3762.52	212.67	632
3613.07	209.503	633
3481.31	198.418	634
3344.35	193.688	635
3225.94	204.574	636
3098.19	196.933	637
2974.89	207.103	638
2861.88	211.89	639
2763.1	218.778	640
2661.57	217.482	641
2579.18	223.888	642
2484.87	227.479	643
2411.32	233.229	644
2339.05	223.137	645
2255.01	226.199	646
2168.18	226.112	647
2097.3	225.797	648
2027.55	221.894	649
1959.25	212.744	650
1883.07	206.275	651
1812.52	205.336	652
1763.03	197.866	653
1706.99	197.451	654
1653.19	199.987	655
1598.48	201.998	656
1546.41	215.545	657
1505.49	219.733	658
1452.95	222.993	659
1406.58	218.184	660
1354.95	226.674	661
1314.85	220.428	662
1269.2	218.342	663
1230.71	210.957	664
1208.36	206.953	665
1178.1	203.88	666
1152.25	204.455	667
1120.04	191.796	668
1093.94	200.54	669
1074.96	203.392	670
1044.71	198.158	671
1022.05	198.853	672
999.444	204.683	673
981.141	201.178	674
958.398	201.694	675
932.583	201.92	676
896.104	199.234	677
862.349	207.757	678
831.878	211.249	679
807.626	207.539	680
787.235	213.622	681
786.871	218.362	682
777.201	215.946	683
762.5	203.754	684
754.049	207.508	685
728.327	211.472	686
704.039	224.033	687
676.881	220.14	688
643.881	208.421	689
617.519	214.318	690
601.353	214.993	691
585.821	212.364	692
572.478	203.717	693
557.659	191.855	694
549.129	193.975	695
539.102	200.482	696
530.297	200.262	697
525.663	198.612	698
526.618	189.609	699
