# levels	mouse_M_cone_green	mouse_S_cone_green	mouse_M_cone_UV	mouse_S_cone_UV	
1.900000000000000000e+02 1.333587221606034291e+04 8.633548085152901877e-04 5.389970815227011371e+03 4.874653114465253748e+04
1.950000000000000000e+02 1.393045604150146391e+04 9.018477391945298053e-04 5.386362063914020837e+03 4.871389384209515993e+04
2.000000000000000000e+02 1.404749441297347403e+04 9.094247194740400636e-04 5.577926612778587696e+03 5.044639065284915705e+04
2.050000000000000000e+02 1.426278721975530971e+04 9.233626214696817602e-04 5.674460710401076540e+03 5.131943849625893199e+04
2.100000000000000000e+02 1.487615498135860435e+04 9.630716107122995473e-04 5.806480862601303670e+03 5.251341981481623952e+04
2.150000000000000000e+02 1.495923777592206534e+04 9.684503312810875631e-04 5.955642583538233339e+03 5.386242832052106678e+04
2.200000000000000000e+02 1.551986602445464450e+04 1.004745002249605263e-03 6.147808590954964529e+03 5.560036468170128501e+04
2.250000000000000000e+02 1.570842784515954554e+04 1.016952359366593778e-03 6.253665296136010511e+03 5.655772555671761074e+04
2.300000000000000000e+02 1.589048753411599864e+04 1.028738773134720485e-03 6.341177515476023473e+03 5.734918014373393817e+04
2.350000000000000000e+02 1.626038658469419534e+04 1.052685772536629105e-03 6.417262022324903228e+03 5.803728327265194821e+04
2.400000000000000000e+02 1.661077924002705186e+04 1.075369941891952301e-03 6.551387279457706427e+03 5.925030301770104415e+04
2.450000000000000000e+02 1.708471239858036643e+04 1.106052034875647672e-03 6.681903785277521820e+03 6.043068546019277710e+04
2.500000000000000000e+02 1.736791635917930034e+04 1.124386456292734288e-03 6.873468334142084132e+03 6.216318227094673784e+04
2.550000000000000000e+02 1.765762245152666583e+04 1.143141821058681409e-03 6.927298874560857257e+03 6.265002203409426875e+04
