270,0	7,299e-05
270,2	7,2825e-05
270,4	7,266e-05
270,6	7,2495e-05
270,8	7,233e-05
271,0	7,2166e-05
271,2	7,2002e-05
271,4	7,1839e-05
271,6	7,1676e-05
271,8	7,1513e-05
272,0	7,1351e-05
272,2	7,1189e-05
272,4	7,1028e-05
272,6	7,0867e-05
272,8	7,0483e-05
273,0	6,6996e-05
273,2	6,3681e-05
273,4	6,053e-05
273,6	5,7535e-05
273,8	5,4688e-05
274,0	5,1982e-05
274,2	4,941e-05
274,4	4,6965e-05
274,6	4,4641e-05
274,8	4,2432e-05
275,0	4,0332e-05
275,2	3,9607e-05
275,4	3,8895e-05
275,6	3,8195e-05
275,8	3,7508e-05
276,0	3,6834e-05
276,2	3,6172e-05
276,4	3,5521e-05
276,6	3,4882e-05
276,8	3,4255e-05
277,0	3,3639e-05
277,2	3,3034e-05
277,4	3,244e-05
277,6	3,1856e-05
277,8	3,1284e-05
278,0	3,0721e-05
278,2	3,0168e-05
278,4	2,9626e-05
278,6	2,9093e-05
278,8	2,857e-05
279,0	2,8056e-05
279,2	2,7797e-05
279,4	2,7606e-05
279,6	2,7416e-05
279,8	2,7228e-05
280,0	2,7041e-05
280,2	2,6855e-05
280,4	2,667e-05
280,6	2,6487e-05
280,8	2,6305e-05
281,0	2,6124e-05
281,2	2,5944e-05
281,4	2,5766e-05
281,6	2,5588e-05
281,8	2,5412e-05
282,0	2,5238e-05
282,2	2,5064e-05
282,4	2,4892e-05
282,6	2,4721e-05
282,8	2,4551e-05
283,0	2,4382e-05
283,2	2,4189e-05
283,4	2,3962e-05
283,6	2,3737e-05
283,8	2,3515e-05
284,0	2,3295e-05
284,2	2,3076e-05
284,4	2,286e-05
284,6	2,2645e-05
284,8	2,2433e-05
285,0	2,2223e-05
285,2	2,2015e-05
285,4	2,1808e-05
285,6	2,1604e-05
285,8	2,1401e-05
286,0	2,1201e-05
286,2	2,1002e-05
286,4	2,0805e-05
286,6	2,061e-05
286,8	2,0417e-05
287,0	2,0225e-05
287,2	1,9997e-05
287,4	1,913e-05
287,6	1,83e-05
287,8	1,7506e-05
288,0	1,6747e-05
288,2	1,6021e-05
288,4	1,5326e-05
288,6	1,4661e-05
288,8	1,4025e-05
289,0	1,3417e-05
289,2	1,2835e-05
289,4	1,2278e-05
289,6	1,1745e-05
289,8	1,1236e-05
290,0	1,0749e-05
290,2	1,0282e-05
290,4	9,8364e-06
290,6	9,4098e-06
290,8	9,0016e-06
291,0	8,6112e-06
291,2	8,2377e-06
291,4	8,1179e-06
291,6	8,1023e-06
291,8	8,0867e-06
292,0	8,0712e-06
292,2	8,0557e-06
292,4	8,0402e-06
292,6	8,0248e-06
292,8	8,0094e-06
293,0	7,994e-06
293,2	7,9786e-06
293,4	7,9633e-06
293,6	7,948e-06
293,8	7,9328e-06
294,0	7,9175e-06
294,2	7,9023e-06
294,4	7,8872e-06
294,6	7,872e-06
294,8	7,8569e-06
295,0	7,8418e-06
295,2	7,6442e-06
295,4	7,4516e-06
295,6	7,2638e-06
295,8	7,1633e-06
296,0	7,065e-06
296,2	6,968e-06
296,4	6,8724e-06
296,6	6,7781e-06
296,8	6,6851e-06
297,0	6,5934e-06
297,2	6,5029e-06
297,4	6,4136e-06
297,6	6,3256e-06
297,8	6,2388e-06
298,0	6,1532e-06
298,2	6,0688e-06
