0, 0, 255
3084, 3084, 511
6168, 6168, 767
9252, 9252, 1023
12336, 12336, 1279
15420, 15420, 1535
16191, 15934, 1791
16962, 16448, 2047
17733, 16962, 2303
18504, 17476, 2559
19275, 17990, 2815
19789, 18761, 3071
20303, 19532, 3327
20817, 20303, 3583
21331, 21074, 3839
21845, 21845, 4095
22359, 22102, 4351
22873, 22359, 4607
23387, 22616, 4863
23901, 22873, 5119
24415, 23130, 5375
24672, 23644, 5631
24929, 24158, 5887
25186, 24672, 6143
25443, 25186, 6399
25700, 25700, 6655
25957, 25957, 6911
26214, 26214, 7167
26471, 26471, 7423
26728, 26728, 7679
26985, 26985, 7935
27242, 27242, 8191
27499, 27499, 8447
27756, 27756, 8703
28013, 28013, 8959
28270, 28270, 9215
28527, 28527, 9471
28784, 28784, 9727
29041, 29041, 9983
29298, 29298, 10239
29555, 29555, 10495
29812, 29812, 10751
30069, 30069, 11007
30326, 30326, 11263
30583, 30583, 11519
30840, 30840, 11775
31097, 31097, 12031
31354, 31354, 12287
31611, 31611, 12543
31868, 31868, 12799
32125, 32125, 13055
32382, 32125, 13311
32639, 32125, 13567
32896, 32125, 13823
33153, 32125, 14079
33410, 32125, 14335
33410, 32382, 14591
33410, 32639, 14847
33410, 32896, 15103
33410, 33153, 15359
33410, 33410, 15615
33667, 33667, 15871
33924, 33924, 16127
34181, 34181, 16383
34438, 34438, 16639
34695, 34695, 16895
34952, 34952, 17151
35209, 35209, 17407
35466, 35466, 17663
35723, 35723, 17919
35980, 35980, 18175
35980, 35980, 18431
35980, 35980, 18687
35980, 35980, 18943
35980, 35980, 19199
35980, 35980, 19455
36237, 36237, 19711
36494, 36494, 19967
36751, 36751, 20223
37008, 37008, 20479
37265, 37265, 20735
37522, 37265, 20991
37779, 37265, 21247
38036, 37265, 21503
38293, 37265, 21759
38550, 37265, 22015
38550, 37522, 22271
38550, 37779, 22527
38550, 38036, 22783
38550, 38293, 23039
38550, 38550, 23295
38807, 38550, 23551
39064, 38550, 23807
39321, 38550, 24063
39578, 38550, 24319
39835, 38550, 24575
40092, 38807, 24831
40349, 39064, 25087
40606, 39321, 25343
40863, 39578, 25599
41120, 39835, 25855
41120, 40092, 26111
41120, 40349, 26367
41120, 40606, 26623
41120, 40863, 26879
41120, 41120, 27135
41377, 41120, 27391
41634, 41120, 27647
41891, 41120, 27903
42148, 41120, 28159
42405, 41120, 28415
42405, 41377, 28671
42405, 41634, 28927
42405, 41891, 29183
42405, 42148, 29439
42405, 42405, 29695
42405, 42405, 29951
42405, 42405, 30207
42405, 42405, 30463
42405, 42405, 30719
42405, 42405, 30975
42919, 42662, 31231
43433, 42919, 31487
43947, 43176, 31743
44461, 43433, 31999
44975, 43690, 32255
44975, 43690, 32511
44975, 43690, 32767
44975, 43690, 33023
44975, 43690, 33279
44975, 43690, 33535
44975, 43690, 33791
44975, 43690, 34047
44975, 43690, 34303
44975, 43690, 34559
44975, 43690, 34815
45232, 43947, 35071
45489, 44204, 35327
45746, 44461, 35583
46003, 44718, 35839
46260, 44975, 36095
46260, 44975, 36351
46260, 44975, 36607
46260, 44975, 36863
46260, 44975, 37119
46260, 44975, 37375
46260, 45232, 37631
46260, 45489, 37887
46260, 45746, 38143
46260, 46003, 38399
46260, 46260, 38655
46517, 46260, 38911
46774, 46260, 39167
47031, 46260, 39423
47288, 46260, 39679
47545, 46260, 39935
47545, 46517, 40191
47545, 46774, 40447
47545, 47031, 40703
47545, 47288, 40959
47545, 47545, 41215
47802, 47545, 41471
48059, 47545, 41727
48316, 47545, 41983
48573, 47545, 42239
48830, 47545, 42495
48830, 47802, 42751
48830, 48059, 43007
48830, 48316, 43263
48830, 48573, 43519
48830, 48830, 43775
49344, 48830, 44031
49858, 48830, 44287
50372, 48830, 44543
50886, 48830, 44799
51400, 48830, 45055
51400, 49087, 45311
51400, 49344, 45567
51400, 49601, 45823
51400, 49858, 46079
51400, 50115, 46335
51400, 50372, 46591
51400, 50629, 46847
51400, 50886, 47103
51400, 51143, 47359
51400, 51400, 47615
51657, 51400, 47871
51914, 51400, 48127
52171, 51400, 48383
52428, 51400, 48639
52685, 51400, 48895
52685, 51657, 49151
52685, 51914, 49407
52685, 52171, 49663
52685, 52428, 49919
52685, 52685, 50175
52942, 52685, 50431
53199, 52685, 50687
53456, 52685, 50943
53713, 52685, 51199
53970, 52685, 51455
53970, 52942, 51711
53970, 53199, 51967
53970, 53456, 52223
53970, 53713, 52479
53970, 53970, 52735
54227, 54227, 52991
54484, 54484, 53247
54741, 54741, 53503
54998, 54998, 53759
55255, 55255, 54015
55512, 55255, 54271
55769, 55255, 54527
56026, 55255, 54783
56283, 55255, 55039
56540, 55255, 55295
56797, 55512, 55551
57054, 55769, 55807
57311, 56026, 56063
57568, 56283, 56319
57825, 56540, 56575
57825, 56797, 56831
57825, 57054, 57087
57825, 57311, 57343
57825, 57568, 57599
57825, 57825, 57855
58082, 57825, 58111
58339, 57825, 58367
58596, 57825, 58623
58853, 57825, 58879
59110, 57825, 59135
59110, 58082, 59391
59110, 58339, 59647
59110, 58596, 59903
59110, 58853, 60159
59110, 59110, 60415
59367, 59367, 60671
59624, 59624, 60927
59881, 59881, 61183
60138, 60138, 61439
60395, 60395, 61695
60652, 60652, 61951
60909, 60909, 62207
61166, 61166, 62463
61423, 61423, 62719
61680, 61680, 62975
61937, 61937, 63231
62194, 62194, 63487
62451, 62451, 63743
62708, 62708, 63999
62965, 62965, 64255
63222, 63222, 64511
63479, 63479, 64767
63736, 63736, 65023
63993, 63993, 65279
64250, 64250, 65535
