# levels	mouse_M_cone_green	mouse_S_cone_green	mouse_M_cone_UV	mouse_S_cone_UV	
8.000000000000000000e+01 2.665033143204320254e+02 6.074253127085973425e+00 9.909418119221616905e+01 3.213845207527433558e+02
8.500000000000000000e+01 3.274183575936735906e+02 7.462653841848480241e+00 1.250199844111099026e+02 4.054676802520075398e+02
9.000000000000000000e+01 4.324968072400155847e+02 9.857645074813810027e+00 1.656370761207101054e+02 5.371979634675215038e+02
9.500000000000000000e+01 5.398595710091038882e+02 1.230470133458273096e+01 2.088467481521997229e+02 6.773365626329618863e+02
1.000000000000000000e+02 6.335164500417128011e+02 1.443936743353008545e+01 2.388054540940325126e+02 7.744993247210005620e+02
1.050000000000000000e+02 7.424020898926320342e+02 1.692113371116806420e+01 2.892167381307703522e+02 9.379943570806809703e+02
1.100000000000000000e+02 9.418988566124983208e+02 2.146814605201528181e+01 3.485580210540160806e+02 1.130451366601219206e+03
1.150000000000000000e+02 1.062967505118065674e+03 2.422759247260575677e+01 4.053067236553724229e+02 1.314500060171830683e+03
1.200000000000000000e+02 1.259418519674270556e+03 2.870518477771485877e+01 4.606151038556791377e+02 1.493877467103594654e+03
1.250000000000000000e+02 1.368304159525189334e+03 3.118695105535282863e+01 5.237012250216539542e+02 1.698479821885137653e+03
1.300000000000000000e+02 1.605111390249916667e+03 3.658435883399209132e+01 6.017666991585452934e+02 1.951663557710700161e+03
1.350000000000000000e+02 1.813745413460768305e+03 4.133963128205366644e+01 6.720544323297681331e+02 2.179622345686482277e+03
1.400000000000000000e+02 2.016287932344297133e+03 4.595606365863901033e+01 7.671157107990451323e+02 2.487927263850451254e+03
1.450000000000000000e+02 2.282791246664729897e+03 5.203031678572500596e+01 8.604486023870630333e+02 2.790626638047803681e+03
1.500000000000000000e+02 2.538634428412345187e+03 5.786159978772754187e+01 9.676085890251574710e+02 3.138170363978096702e+03
1.550000000000000000e+02 2.821127941592002117e+03 6.430030810243866313e+01 1.065262447816323856e+03 3.454883598091991189e+03
1.600000000000000000e+02 3.098291388485251900e+03 7.061753135460807584e+01 1.179912110939876356e+03 3.826718014544293510e+03
1.650000000000000000e+02 3.418856803710685199e+03 7.792399011604575776e+01 1.289664677899859498e+03 4.182670056424510221e+03
1.700000000000000000e+02 3.716579077708653585e+03 8.470979860944751749e+01 1.416701113672438851e+03 4.594677537970905178e+03
1.750000000000000000e+02 4.069886328693452924e+03 9.276252275507002309e+01 1.529910454394940871e+03 4.961840667784356810e+03
1.800000000000000000e+02 4.366085726609592712e+03 9.951362123060278009e+01 1.665588824573818783e+03 5.401875869163841344e+03
1.850000000000000000e+02 4.630304726807280531e+03 1.055358093308852006e+02 1.750567846235749130e+03 5.677481780855876423e+03
1.900000000000000000e+02 4.882340718350315910e+03 1.112803172882150449e+02 1.856575574953003297e+03 6.021288477475089167e+03
1.950000000000000000e+02 5.023206755919688476e+03 1.144909939411033832e+02 1.899209118024073177e+03 6.159558561984990774e+03
2.000000000000000000e+02 5.285902880035541784e+03 1.204784720235166589e+02 2.008097491543426713e+03 6.512707831881900347e+03
2.050000000000000000e+02 5.614082675670129902e+03 1.279584808742996529e+02 2.141759410360834408e+03 6.946203231966995190e+03
2.100000000000000000e+02 5.739719952421192829e+03 1.308220573484973670e+02 2.181512308629805375e+03 7.075130743199201788e+03
2.150000000000000000e+02 5.967389926654931514e+03 1.360112050199222153e+02 2.274269071257402629e+03 7.375961602741013849e+03
2.200000000000000000e+02 6.237700431179940097e+03 1.421722331916808173e+02 2.368754220766259550e+03 7.682398006249441096e+03
2.250000000000000000e+02 6.463847529331849728e+03 1.473266708452366345e+02 2.436737438095803554e+03 7.902882735603068795e+03
2.300000000000000000e+02 6.552174342078051268e+03 1.493398518816422893e+02 2.479947110127293399e+03 8.043021334768510314e+03
2.350000000000000000e+02 6.728827967570451619e+03 1.533662139544535705e+02 2.559452906665233968e+03 8.300876357232918963e+03
2.400000000000000000e+02 6.937461990781303939e+03 1.581214864025151314e+02 2.615625480306170175e+03 8.483056536147991210e+03
2.450000000000000000e+02 7.060053515368700573e+03 1.609156428409746411e+02 2.675542892189836039e+03 8.677382060324069244e+03
2.500000000000000000e+02 7.181122163874269063e+03 1.636750892615651480e+02 2.717888370780694913e+03 8.814717887506198167e+03
2.550000000000000000e+02 7.202442429019902193e+03 1.641610295117319822e+02 2.726242240706783832e+03 8.841811350011519608e+03
