# levels	mouse_M_cone_green	mouse_S_cone_green	mouse_M_cone_UV	mouse_S_cone_UV	
1.650000000000000000e+02 1.858570183160835541e+03 4.236129586515962586e+01 1.140228348146156350e+03 3.698014725070753229e+03
1.700000000000000000e+02 2.010962217132408568e+03 4.583467776757693457e+01 1.239092077754204411e+03 4.018651839961280530e+03
1.750000000000000000e+02 2.170437800421755128e+03 4.946951083882517963e+01 1.338100662643729493e+03 4.339758752822343013e+03
1.800000000000000000e+02 2.330487725547677201e+03 5.311743454538402887e+01 1.446235130266304850e+03 4.690462937827145652e+03
1.850000000000000000e+02 2.445930434699509533e+03 5.574865224281824538e+01 1.534379569045055860e+03 4.976335002898042148e+03
1.900000000000000000e+02 2.598322468671081879e+03 5.922203414523553278e+01 1.628535502005101762e+03 5.281703683746163733e+03
1.950000000000000000e+02 2.762201339374180407e+03 6.295722875386518780e+01 1.694444655077134485e+03 5.495461760339851025e+03
2.000000000000000000e+02 2.869603262813944184e+03 6.540517755695074698e+01 1.764120045467568843e+03 5.721434584167462162e+03
2.050000000000000000e+02 3.054541334191505939e+03 6.962036212696972370e+01 1.866967295316233731e+03 6.054991143247715627e+03
2.100000000000000000e+02 3.117910383493754580e+03 7.106469555624121881e+01 1.931572750854972583e+03 6.264521038106578999e+03
2.150000000000000000e+02 3.253646504204615212e+03 7.415844903465058735e+01 2.018630775022645821e+03 6.546869618398458442e+03
2.200000000000000000e+02 3.367557635125576780e+03 7.675475837125648582e+01 2.064694754532330080e+03 6.696265373028770227e+03
2.250000000000000000e+02 3.481085871488821795e+03 7.934234061765531010e+01 2.164137905266286452e+03 7.018781679801440987e+03
2.300000000000000000e+02 3.585998980303421831e+03 8.173356333439484445e+01 2.192239829872823066e+03 7.109922486085342825e+03
2.350000000000000000e+02 3.647836451374800617e+03 8.314298840283802861e+01 2.262567069029903905e+03 7.338009400780363649e+03
2.400000000000000000e+02 3.761747582295762641e+03 8.573929773944394128e+01 2.314063121594974291e+03 7.505022579305756153e+03
2.450000000000000000e+02 3.810758085683606168e+03 8.685636528595001948e+01 2.355129593893702349e+03 7.638210303952591858e+03
2.500000000000000000e+02 3.872978451312701509e+03 8.827451744460026362e+01 2.399310454744185336e+03 7.781498684965940811e+03
2.550000000000000000e+02 3.912253160153702993e+03 8.916968275840197578e+01 2.401772994529294920e+03 7.789485250465047102e+03
