# levels	mouse_M_cone_green	mouse_S_cone_green	mouse_M_cone_UV	mouse_S_cone_UV	
1.000000000000000000e+02 5.029320015619608739e+02 1.146303298699777251e+01 3.055722162757182900e+02 9.910388188447885796e+02
1.050000000000000000e+02 5.699385491625267832e+02 1.299027377323653276e+01 3.490288007188162851e+02 1.131978210005459687e+03
1.100000000000000000e+02 6.396253586671150515e+02 1.457860419092483895e+01 3.924129575211760539e+02 1.272682702180863771e+03
1.150000000000000000e+02 7.206075576243703154e+02 1.642438376972197034e+01 4.482546685305570691e+02 1.453789819822326535e+03
1.200000000000000000e+02 8.222660626983714565e+02 1.874142621970134215e+01 5.090214591101560018e+02 1.650870068461999153e+03
1.250000000000000000e+02 9.417291647062372704e+02 2.146427836430987313e+01 5.756548885895730336e+02 1.866977134908361904e+03
1.300000000000000000e+02 1.042238986107086021e+03 2.375513954366801528e+01 6.309896061137847028e+02 2.046439959652950392e+03
1.350000000000000000e+02 1.152895513287448921e+03 2.627726861351373699e+01 7.142813929630558505e+02 2.316573792710903035e+03
1.400000000000000000e+02 1.276379008151348899e+03 2.909175520529659664e+01 7.785971379388413425e+02 2.525164091628697861e+03
1.450000000000000000e+02 1.402351317640412617e+03 3.196296788342546691e+01 8.619613524288512281e+02 2.795532823671919232e+03
1.500000000000000000e+02 1.549574275082798067e+03 3.531853406804718531e+01 9.488020936743085940e+02 3.077176707007993627e+03
1.550000000000000000e+02 1.677078162802732322e+03 3.822465510700437363e+01 1.038612368190044890e+03 3.368451448740048363e+03
1.600000000000000000e+02 1.842105717178982786e+03 4.198603098625525831e+01 1.134723847450029780e+03 3.680162402190399462e+03
1.650000000000000000e+02 2.011153664411267755e+03 4.583904131268048587e+01 1.243655019120730003e+03 4.033450476033151517e+03
1.700000000000000000e+02 2.188433844634478646e+03 4.987968407855787945e+01 1.346357413687918324e+03 4.366537237142871163e+03
1.750000000000000000e+02 2.354610082683882410e+03 5.366724122843001510e+01 1.459634243802927585e+03 4.733919250101688704e+03
1.800000000000000000e+02 2.535910655763126670e+03 5.779951844148172313e+01 1.566754724455164023e+03 5.081334849312742335e+03
1.850000000000000000e+02 2.670115198243116993e+03 6.085836355906278072e+01 1.658085979426408812e+03 5.377542469735421946e+03
1.900000000000000000e+02 2.830548017926758348e+03 6.451501435582873967e+01 1.749851800242083982e+03 5.675159484069705286e+03
1.950000000000000000e+02 2.994043994072138048e+03 6.824148187425130629e+01 1.832129600121015756e+03 5.942004731333907330e+03
2.000000000000000000e+02 3.125376827369246712e+03 7.123487381527927198e+01 1.935990836940021154e+03 6.278849876207915258e+03
2.050000000000000000e+02 3.290021487187778803e+03 7.498752260432304695e+01 2.030943473948190558e+03 6.586802445893982622e+03
2.100000000000000000e+02 3.371003686145035317e+03 7.683330218312021032e+01 2.075703755924581856e+03 6.731970018789475034e+03
2.150000000000000000e+02 3.527990454809217681e+03 8.041140916802243055e+01 2.188183881991466933e+03 7.096768142910345887e+03
2.200000000000000000e+02 3.657791709875456490e+03 8.336989274822208529e+01 2.260901233292918732e+03 7.332606724119204046e+03
2.250000000000000000e+02 3.795059408817186977e+03 8.649855458745977899e+01 2.353753468719669854e+03 7.633747223232500801e+03
2.300000000000000000e+02 3.893271862871730718e+03 8.873705322557545117e+01 2.389315440322272480e+03 7.749082624998985921e+03
2.350000000000000000e+02 3.970042221694093314e+03 9.048683481209471324e+01 2.457180139694243735e+03 7.969182974194899543e+03
2.400000000000000000e+02 4.087590850913371924e+03 9.316605150566786619e+01 2.518816061962704680e+03 8.169082010657784849e+03
2.450000000000000000e+02 4.144833587292140692e+03 9.447075149162610330e+01 2.554160750643090978e+03 8.283712715468464012e+03
2.500000000000000000e+02 4.219306578768198960e+03 9.616817053690292028e+01 2.610509455137642817e+03 8.466464126006805600e+03
2.550000000000000000e+02 4.240365779442661733e+03 9.664816049829222777e+01 2.613985981893090411e+03 8.477739277299659079e+03
